game_id,game_date,team,min,fgm,fga,fg2m,fg2a,fg3m,fg3a,ftm,fta,pts,reb,ast,to,stl,blk,oreb,dreb,pf,ncat_score,opp_score,home_away,win,opponent,is_ncat,team_score,opp_score_,opp_team,opp_min,opp_fgm,opp_fga,opp_fg2m,opp_fg2a,opp_fg3m,opp_fg3a,opp_ftm,opp_fta,opp_pts,opp_reb,opp_ast,opp_to,opp_stl,opp_blk,opp_oreb,opp_dreb,opp_pf,poss,opp_poss,pace,ortg,drtg,efg_pct,ts_pct
401813794,2025-12-15,North Carolina A&T Aggies,200.0,19,60,14,45,5,15,6,17,49,28,11,16,12,2,12,16,17,49,77,away,0,Georgia Lady Bulldogs,1,49,77,Georgia Lady Bulldogs,200.0,25,53,17,38,8,15,19,22,77,39,20,21,8,5,9,30,16,71.48,74.68,73.08000000000001,67.04980842911877,105.36398467432949,0.35833333333333334,0.3630705394190871
401813795,2025-12-20,North Carolina A&T Aggies,200.0,33,69,21,40,12,29,6,11,84,39,20,14,19,7,10,29,13,84,39,home,1,Ferrum Panthers,1,84,39,Ferrum Panthers,200.0,15,55,13,38,2,17,7,11,39,31,8,24,7,0,6,25,13,77.84,77.84,77.84,107.91366906474819,50.102774922918805,0.5652173913043478,0.5687973997833152
401813796,2025-12-30,North Carolina A&T Aggies,200.0,36,65,26,43,10,22,17,23,99,44,16,14,15,3,14,30,9,99,49,home,1,Newberry Wolves,1,99,49,Newberry Wolves,200.0,16,60,8,38,8,22,9,14,49,27,8,17,10,1,12,15,18,75.12,71.16,73.14,135.3568498769483,66.99480448455017,0.6307692307692307,0.6589456869009584
401824468,2026-01-03,North Carolina A&T Aggies,200.0,18,60,13,39,5,21,8,14,49,36,9,17,9,1,21,15,10,49,60,home,0,William & Mary Tribe,1,49,60,William & Mary Tribe,200.0,25,54,17,34,8,20,2,4,60,31,21,17,13,6,11,20,18,62.16,61.76,61.959999999999994,79.08327953518399,96.83666881859266,0.3416666666666667,0.3703143893591294
401824473,2026-01-04,North Carolina A&T Aggies,200.0,16,44,12,27,4,17,19,27,55,25,11,21,7,3,6,19,18,55,61,home,0,Monmouth Hawks,1,55,61,Monmouth Hawks,200.0,21,50,15,35,6,15,13,21,61,30,10,17,7,2,9,21,20,70.88,67.24,69.06,79.64089197799015,88.32898928467998,0.4090909090909091,0.49212598425196846
401824478,2026-01-10,North Carolina A&T Aggies,250.0,26,58,19,35,7,23,25,35,84,30,16,15,6,3,10,20,25,84,83,away,1,Northeastern Huskies,1,84,83,Northeastern Huskies,250.0,27,65,19,44,8,21,21,29,83,37,19,15,8,2,14,23,27,78.4,78.76,78.58000000000001,106.8974293713413,105.62484092644438,0.5086206896551724,0.5722070844686648
401824485,2026-01-11,North Carolina A&T Aggies,200.0,21,54,15,32,6,22,3,4,51,27,13,16,8,2,8,19,12,51,56,away,0,Stony Brook Seawolves,1,51,56,Stony Brook Seawolves,200.0,20,44,12,29,8,15,8,14,56,25,14,18,11,5,3,22,12,63.76,65.16,64.46,79.118833385045,86.87558175612784,0.4444444444444444,0.4573170731707317
401824497,2026-01-18,North Carolina A&T Aggies,200.0,25,57,19,42,6,15,14,22,70,33,17,13,5,5,16,17,14,70,57,home,1,Hampton Lady Pirates,1,70,57,Hampton Lady Pirates,200.0,18,54,11,35,7,19,14,17,57,23,10,12,9,3,8,15,22,63.68,65.48,64.58,108.39269123567668,88.26262000619387,0.49122807017543857,0.5248950209958008
401824503,2026-01-24,North Carolina A&T Aggies,200.0,26,55,25,41,1,14,7,11,60,31,14,21,6,2,11,20,23,60,67,away,0,Elon Phoenix,1,60,67,Elon Phoenix,200.0,19,61,15,40,4,21,25,26,67,31,7,16,15,1,16,15,19,69.84,72.44,71.14,84.3407365757661,94.18048917627215,0.4818181818181818,0.5013368983957219
401824509,2026-01-25,North Carolina A&T Aggies,200.0,23,59,23,49,0,10,16,21,62,43,10,22,2,2,17,26,19,62,71,away,0,Charleston Cougars,1,62,71,Charleston Cougars,200.0,25,64,17,42,8,22,13,18,71,25,10,14,16,4,11,14,25,73.24,74.92,74.08,83.69330453563715,95.84233261339094,0.3898305084745763,0.45427901524032827
401824514,2026-01-30,North Carolina A&T Aggies,200.0,22,55,19,43,3,12,10,22,57,32,13,17,9,4,14,18,14,57,59,home,0,Towson Tigers,1,57,59,Towson Tigers,200.0,23,50,18,36,5,14,8,14,59,27,13,15,11,1,8,19,17,67.68,63.16,65.42,87.1293182512993,90.1864873127484,0.42727272727272725,0.4406307977736549
401824521,2026-02-02,North Carolina A&T Aggies,200.0,23,52,19,42,4,10,12,19,62,34,13,21,7,2,10,24,9,62,57,away,1,Hampton Lady Pirates,1,62,57,Hampton Lady Pirates,200.0,23,61,17,40,6,21,5,5,57,25,13,11,13,5,7,18,16,71.36,67.2,69.28,89.4919168591224,82.27482678983834,0.4807692307692308,0.513585155732273
401824527,2026-02-07,North Carolina A&T Aggies,200.0,18,47,14,32,4,15,27,36,67,32,11,18,3,2,9,23,21,67,61,home,1,Elon Phoenix,1,67,61,Elon Phoenix,200.0,19,62,15,42,4,20,19,26,61,34,15,17,8,0,14,20,28,71.84,76.44,74.14,90.36957108173725,82.27677367143242,0.425531914893617,0.5330999363462763
401824533,2026-02-08,North Carolina A&T Aggies,200.0,15,38,13,29,2,9,14,19,46,24,12,18,7,2,4,20,11,46,54,away,0,Campbell Fighting Camels,1,46,54,Campbell Fighting Camels,200.0,21,48,15,35,6,13,6,10,54,27,11,18,12,6,8,19,14,60.36,62.4,61.379999999999995,74.94297816878462,87.97653958944282,0.42105263157894735,0.49611734253666956
401824573,2026-02-14,North Carolina A&T Aggies,200.0,22,61,14,37,8,24,12,19,64,41,14,15,6,4,11,30,19,64,69,away,0,UNC Wilmington Seahawks,1,64,69,UNC Wilmington Seahawks,200.0,21,51,14,34,7,17,20,27,69,32,10,15,10,4,3,29,15,73.36,74.88,74.12,86.34646519158122,93.0922827846735,0.4262295081967213,0.461361014994233
401824538,2026-02-15,North Carolina A&T Aggies,200.0,18,55,12,30,6,25,9,17,51,27,12,19,7,1,12,15,13,51,60,home,0,Hofstra Pride,1,51,60,Hofstra Pride,200.0,21,54,13,34,8,20,10,14,60,33,16,18,10,4,12,21,18,69.48,66.16,67.82,75.19905632556768,88.46947803007963,0.38181818181818183,0.4081306017925736
401824542,2026-02-21,North Carolina A&T Aggies,275.0,32,76,18,44,14,32,11,19,89,34,26,11,8,2,8,26,18,89,86,home,1,Northeastern Huskies,1,89,86,Northeastern Huskies,275.0,32,78,25,55,7,23,15,27,86,53,22,16,8,4,19,34,21,87.36,86.88,87.12,102.15794306703397,98.71441689623506,0.5131578947368421,0.5275011853959223
401824555,2026-02-28,North Carolina A&T Aggies,200.0,24,49,17,30,7,19,16,19,71,26,16,15,4,4,5,21,20,71,65,away,1,Monmouth Hawks,1,71,65,Monmouth Hawks,200.0,20,52,6,15,14,37,11,16,65,26,15,13,6,0,9,17,22,67.36,63.04,65.2,108.89570552147238,99.69325153374233,0.5612244897959183,0.6188981868898187
401824559,2026-03-01,North Carolina A&T Aggies,225.0,24,59,18,41,6,18,9,13,63,35,15,16,5,5,10,25,16,63,65,away,0,Drexel Dragons,1,63,65,Drexel Dragons,225.0,24,64,22,43,2,21,15,20,65,35,15,11,11,3,12,23,16,70.72,71.8,71.25999999999999,88.40864440078586,91.21526803255685,0.4576271186440678,0.48671199011124844
401824564,2026-03-06,North Carolina A&T Aggies,200.0,21,52,17,31,4,21,9,11,55,35,13,13,3,4,9,26,9,55,46,home,1,UNC Wilmington Seahawks,1,55,46,UNC Wilmington Seahawks,200.0,17,56,12,35,5,21,7,10,46,26,11,8,10,1,7,19,15,60.84,61.4,61.120000000000005,89.98691099476439,75.26178010471205,0.4423076923076923,0.4838142153413089
401824570,2026-03-07,North Carolina A&T Aggies,200.0,24,50,17,33,7,17,9,14,64,35,17,30,8,5,8,27,19,64,70,home,0,Charleston Cougars,1,64,70,Charleston Cougars,200.0,23,62,12,36,11,26,13,20,70,24,18,17,17,0,9,15,19,78.16,78.8,78.47999999999999,81.54943934760449,89.19469928644241,0.55,0.5698005698005698
401856449,2026-03-12,North Carolina A&T Aggies,200.0,20,56,14,34,6,22,12,15,58,36,10,17,5,2,12,24,13,58,61,away,0,William & Mary Tribe,1,58,61,William & Mary Tribe,200.0,25,55,22,37,3,18,8,12,61,23,16,10,12,2,4,19,12,67.6,66.28,66.94,86.64475649835674,91.12638183447864,0.4107142857142857,0.463258785942492
401716260,2024-11-26,North Carolina Central Eagles,200.0,14,55,10,39,4,16,7,14,39,32,5,17,6,3,11,21,20,62,39,home,1,North Carolina Central Eagles,0,39,62,North Carolina A&T Aggies,200.0,24,67,21,50,3,17,11,15,62,46,18,14,9,7,17,29,12,67.16,70.6,68.88,56.62020905923345,90.01161440185831,0.2909090909090909,0.31883584041857427
401813792,2025-12-02,North Carolina Central Eagles,200.0,21,69,13,46,8,23,17,27,67,30,9,14,15,4,13,17,32,73,67,away,1,North Carolina Central Eagles,0,67,73,North Carolina A&T Aggies,200.0,18,45,16,34,2,11,35,43,73,45,10,27,7,12,9,36,23,81.88,81.92,81.9,81.8070818070818,89.13308913308913,0.36231884057971014,0.41419386745796244
401711553,2024-11-13,North Carolina Tar Heels,200.0,24,59,14,28,10,31,8,11,66,29,15,10,15,5,6,23,15,47,66,home,0,North Carolina Tar Heels,0,66,47,North Carolina A&T Aggies,200.0,17,50,15,40,2,10,11,15,47,30,9,19,4,2,7,23,9,67.84,68.6,68.22,96.74582233948989,68.89475227206098,0.4915254237288136,0.5169172932330827
401807519,2025-11-21,North Carolina Tar Heels,200.0,33,69,21,35,12,34,7,10,85,34,19,18,13,5,11,23,24,50,85,home,0,North Carolina Tar Heels,0,85,50,North Carolina A&T Aggies,200.0,17,47,17,41,0,6,16,31,50,30,7,24,6,3,6,24,12,80.4,78.64,79.52000000000001,106.89134808853117,62.87726358148893,0.5652173913043478,0.5790190735694822
401603603,2024-02-04,Northeastern Huskies,200.0,18,53,10,29,8,24,5,8,49,30,13,16,4,2,8,22,19,72,49,home,1,Northeastern Huskies,0,49,72,North Carolina A&T Aggies,200.0,24,56,16,30,8,26,16,22,72,31,11,8,8,1,10,21,10,64.52,63.68,64.1,76.4430577223089,112.32449297971921,0.41509433962264153,0.4334748761500354
401603648,2024-03-02,Northeastern Huskies,200.0,21,54,12,32,9,22,4,4,55,26,19,11,5,3,3,23,11,69,55,away,1,Northeastern Huskies,0,55,69,North Carolina A&T Aggies,200.0,26,65,18,42,8,23,9,9,69,37,17,9,7,4,13,24,5,63.76,64.96,64.36,85.45680546923555,107.20944686140459,0.4722222222222222,0.49318507890961266
401724178,2025-02-15,Northeastern Huskies,200.0,19,52,8,25,11,27,6,7,55,24,13,16,4,1,5,19,13,73,55,away,1,Northeastern Huskies,0,55,73,North Carolina A&T Aggies,200.0,31,58,26,43,5,15,6,11,73,33,19,9,7,4,10,23,12,66.08,61.84,63.96,85.99124452782989,114.13383364602876,0.47115384615384615,0.49927378358750907
401824478,2026-01-10,Northeastern Huskies,250.0,27,65,19,44,8,21,21,29,83,37,19,15,8,2,14,23,27,84,83,away,1,Northeastern Huskies,0,83,84,North Carolina A&T Aggies,250.0,26,58,19,35,7,23,25,35,84,30,16,15,6,3,10,20,25,78.76,78.4,78.58000000000001,105.62484092644438,106.8974293713413,0.47692307692307695,0.5336934156378601
401824542,2026-02-21,Northeastern Huskies,275.0,32,78,25,55,7,23,15,27,86,53,22,16,8,4,19,34,21,89,86,home,1,Northeastern Huskies,0,86,89,North Carolina A&T Aggies,275.0,32,76,18,44,14,32,11,19,89,34,26,11,8,2,8,26,18,86.88,87.36,87.12,98.71441689623506,102.15794306703397,0.4551282051282051,0.4784156653315532
401641533,2024-03-24,Old Dominion Monarchs,200.0,17,53,12,34,5,19,6,12,45,30,13,22,13,3,7,23,21,48,45,home,1,Old Dominion Monarchs,0,45,48,North Carolina A&T Aggies,200.0,18,51,16,39,2,12,10,15,48,34,12,22,15,1,9,25,14,73.28,70.6,71.94,62.55212677231026,66.72226855713095,0.36792452830188677,0.3860672614962251
401714153,2024-11-08,Rice Owls,200.0,23,61,19,40,4,21,11,17,61,35,17,10,9,6,8,27,19,60,61,away,0,Rice Owls,0,61,60,North Carolina A&T Aggies,200.0,20,55,17,41,3,14,17,23,60,37,12,15,4,4,9,28,17,70.48,71.12,70.80000000000001,86.15819209039547,84.74576271186439,0.4098360655737705,0.4453855140186916
401711568,2024-11-04,SMU Mustangs,200.0,33,70,30,50,3,20,8,12,77,40,16,9,6,3,16,24,17,64,77,away,0,SMU Mustangs,0,77,64,North Carolina A&T Aggies,200.0,22,59,15,38,7,21,13,16,64,27,11,9,3,3,11,16,14,68.28,64.04,66.16,116.38452237001209,96.73518742442565,0.4928571428571429,0.5114240170031881
401594834,2023-11-25,Saint Mary's Gaels,200.0,23,53,14,30,9,23,18,23,73,21,18,14,17,2,6,15,21,65,73,away,0,Saint Mary's Gaels,0,73,65,North Carolina A&T Aggies,200.0,23,48,17,28,6,20,13,16,65,30,16,21,3,1,6,24,18,71.12,70.04,70.58000000000001,103.4287333522244,92.0940776423916,0.5188679245283019,0.5782636248415717
401813790,2025-11-13,Shaw Bears,200.0,11,55,10,40,1,15,5,8,28,32,8,23,4,10,6,26,24,77,28,home,1,Shaw Bears,0,28,77,North Carolina A&T Aggies,200.0,27,77,21,56,6,21,17,24,77,51,18,8,7,5,20,31,9,75.52,75.56,75.53999999999999,37.06645485835319,101.93275086047129,0.20909090909090908,0.23923444976076555
401582289,2023-12-19,Stetson Hatters,200.0,17,60,10,30,7,30,13,18,54,30,13,14,4,2,9,21,16,57,54,away,1,Stetson Hatters,0,54,57,North Carolina A&T Aggies,200.0,19,52,16,35,3,17,16,25,57,33,11,13,8,4,11,22,20,72.92,65.0,68.96000000000001,78.30626450116009,82.65661252900232,0.3416666666666667,0.39752650176678445
401603655,2024-03-03,Stony Brook Seawolves,200.0,26,53,20,31,6,22,18,26,76,33,15,17,6,1,9,24,17,62,76,away,0,Stony Brook Seawolves,0,76,62,North Carolina A&T Aggies,200.0,26,55,22,39,4,16,6,15,62,26,14,18,4,2,7,19,23,72.44,72.6,72.52,104.79867622724765,85.49365692222835,0.5471698113207547,0.5896958410924892
401629364,2024-03-16,Stony Brook Seawolves,200.0,20,49,12,27,8,22,11,13,59,37,11,20,8,5,9,28,15,51,59,away,0,Stony Brook Seawolves,0,59,51,North Carolina A&T Aggies,200.0,21,71,18,50,3,21,6,10,51,39,9,15,8,0,18,21,14,65.72,72.4,69.06,85.4329568491167,73.8488271068636,0.4897959183673469,0.5391081871345029
401724175,2025-01-19,Stony Brook Seawolves,200.0,15,47,8,23,7,24,9,11,46,22,11,21,8,1,7,15,15,79,46,home,1,Stony Brook Seawolves,0,46,79,North Carolina A&T Aggies,200.0,29,54,20,37,9,17,12,17,79,32,18,13,12,3,10,22,8,65.84,64.48,65.16,70.59545733578884,121.2400245549417,0.39361702127659576,0.4436728395061728
401824485,2026-01-11,Stony Brook Seawolves,200.0,20,44,12,29,8,15,8,14,56,25,14,18,11,5,3,22,12,51,56,away,0,Stony Brook Seawolves,0,56,51,North Carolina A&T Aggies,200.0,21,54,15,32,6,22,3,4,51,27,13,16,8,2,8,19,12,65.16,63.76,64.46,86.87558175612784,79.118833385045,0.5454545454545454,0.5582137161084529
401813788,2025-11-06,TCU Horned Frogs,200.0,32,68,21,33,11,35,7,11,82,41,24,16,7,12,17,24,19,43,82,away,0,TCU Horned Frogs,0,82,43,North Carolina A&T Aggies,200.0,14,52,11,39,3,13,12,23,43,22,11,19,8,1,8,14,13,71.84,73.12,72.48,113.13465783664458,59.32671081677704,0.5514705882352942,0.5628775398132894
401813787,2025-11-04,Texas Tech Lady Raiders,200.0,28,64,21,36,7,28,15,18,78,40,14,14,11,9,8,32,19,40,78,away,0,Texas Tech Lady Raiders,0,78,40,North Carolina A&T Aggies,200.0,11,52,9,33,2,19,16,22,40,32,2,17,5,3,9,23,19,77.92,69.68,73.80000000000001,105.69105691056907,54.20054200542005,0.4921875,0.5422691879866518
401603556,2024-01-07,Towson Tigers,225.0,15,69,8,38,7,31,15,24,52,37,9,8,7,3,12,25,25,62,52,home,1,Towson Tigers,0,52,62,North Carolina A&T Aggies,225.0,20,60,15,41,5,19,17,22,62,45,12,21,2,4,8,37,21,75.56,82.68,79.12,65.72295247724973,78.36198179979777,0.26811594202898553,0.32679738562091504
401724177,2025-01-12,Towson Tigers,200.0,22,57,17,42,5,15,10,13,59,38,11,19,6,2,11,27,18,61,59,away,1,Towson Tigers,0,59,61,North Carolina A&T Aggies,200.0,22,60,15,35,7,25,10,17,61,29,11,14,6,1,11,18,13,70.72,70.48,70.6,83.56940509915015,86.40226628895185,0.4298245614035088,0.47034438775510207
401824514,2026-01-30,Towson Tigers,200.0,23,50,18,36,5,14,8,14,59,27,13,15,11,1,8,19,17,57,59,home,0,Towson Tigers,0,59,57,North Carolina A&T Aggies,200.0,22,55,19,43,3,12,10,22,57,32,13,17,9,4,14,18,14,63.16,67.68,65.42,90.1864873127484,87.1293182512993,0.51,0.5252849002849003
401641580,2024-03-29,Troy Trojans,200.0,35,72,28,56,7,16,12,19,89,41,25,11,9,3,13,28,14,75,89,home,0,Troy Trojans,0,89,75,North Carolina A&T Aggies,200.0,30,75,27,53,3,22,12,16,75,39,20,12,6,1,14,25,12,78.36,80.04,79.2,112.37373737373737,94.69696969696969,0.5347222222222222,0.5537580886012942
401641541,2024-03-22,UNC Greensboro Spartans,200.0,20,51,18,38,2,13,9,18,51,32,12,17,2,6,12,20,25,56,51,home,1,UNC Greensboro Spartans,0,51,56,North Carolina A&T Aggies,200.0,14,44,13,33,1,11,27,40,56,26,9,12,4,4,10,16,14,63.92,63.6,63.760000000000005,79.98745294855708,87.8293601003764,0.4117647058823529,0.43279022403258655
401603599,2024-02-03,UNC Wilmington Seahawks,200.0,14,60,10,41,4,19,11,14,43,31,7,14,6,1,8,23,23,76,43,away,1,UNC Wilmington Seahawks,0,43,76,North Carolina A&T Aggies,200.0,23,66,18,51,5,15,25,29,76,53,15,13,5,6,17,36,16,72.16,74.76,73.46000000000001,58.53525728287503,103.45766403484889,0.26666666666666666,0.32496977025392987
401724179,2025-03-01,UNC Wilmington Seahawks,200.0,26,53,19,33,7,20,5,6,64,32,8,15,6,9,2,30,9,67,64,away,1,UNC Wilmington Seahawks,0,64,67,North Carolina A&T Aggies,200.0,27,71,21,55,6,16,7,9,67,33,13,7,14,2,10,23,11,68.64,71.96,70.3,91.03840682788051,95.30583214793742,0.5566037735849056,0.5751258087706685
401724176,2025-03-08,UNC Wilmington Seahawks,200.0,17,50,10,31,7,19,13,21,54,28,10,15,6,0,6,22,15,65,54,home,1,UNC Wilmington Seahawks,0,54,65,North Carolina A&T Aggies,200.0,22,59,17,40,5,19,16,18,65,41,15,12,10,2,13,28,16,68.24,65.92,67.08,80.50089445438283,96.89922480620156,0.41,0.45577312626603644
401824573,2026-02-14,UNC Wilmington Seahawks,200.0,21,51,14,34,7,17,20,27,69,32,10,15,10,4,3,29,15,64,69,away,0,UNC Wilmington Seahawks,0,69,64,North Carolina A&T Aggies,200.0,22,61,14,37,8,24,12,19,64,41,14,15,6,4,11,30,19,74.88,73.36,74.12,93.0922827846735,86.34646519158122,0.4803921568627451,0.5486641221374046
401824564,2026-03-06,UNC Wilmington Seahawks,200.0,17,56,12,35,5,21,7,10,46,26,11,8,10,1,7,19,15,55,46,home,1,UNC Wilmington Seahawks,0,46,55,North Carolina A&T Aggies,200.0,21,52,17,31,4,21,9,11,55,35,13,13,3,4,9,26,9,61.4,60.84,61.120000000000005,75.26178010471205,89.98691099476439,0.3482142857142857,0.38079470198675497
401605948,2023-11-25,UT Arlington Mavericks,200.0,30,63,20,37,10,26,17,25,87,37,22,22,8,1,11,26,20,76,87,home,0,UT Arlington Mavericks,0,87,76,North Carolina A&T Aggies,200.0,24,63,17,39,7,24,21,24,76,30,13,17,14,7,11,19,22,85.0,79.56,82.28,105.73650947982497,92.36752552260573,0.5555555555555556,0.5878378378378378
401756982,2025-03-20,Virginia Tech Hokies,200.0,24,63,16,39,8,24,5,7,61,39,13,15,9,10,9,30,17,45,61,away,0,Virginia Tech Hokies,0,61,45,North Carolina A&T Aggies,200.0,18,60,17,49,1,11,8,19,45,38,8,16,9,3,12,26,11,72.08,72.36,72.22,84.46413735807255,62.30960952644698,0.4444444444444444,0.4615617433414044
401582265,2023-11-15,Wake Forest Demon Deacons,200.0,14,47,6,19,8,28,15,21,51,25,10,17,11,1,6,19,20,56,51,away,1,Wake Forest Demon Deacons,0,51,56,North Carolina A&T Aggies,200.0,19,52,16,40,3,12,15,22,56,36,8,19,7,0,11,25,18,67.24,69.68,68.46000000000001,74.4960560911481,81.79959100204498,0.3829787234042553,0.4534139402560455
401603562,2024-01-13,William & Mary Tribe,200.0,16,56,12,40,4,16,15,16,51,28,9,15,8,3,6,22,23,53,51,away,1,William & Mary Tribe,0,51,53,North Carolina A&T Aggies,200.0,16,57,15,48,1,9,20,23,53,45,5,18,5,1,18,27,19,72.04,67.12,69.58000000000001,73.29692440356423,76.17131359586087,0.32142857142857145,0.404505076142132
401720602,2025-02-22,William & Mary Tribe,200.0,15,61,10,36,5,25,9,11,44,34,7,17,7,2,15,19,23,67,44,away,1,William & Mary Tribe,0,44,67,North Carolina A&T Aggies,200.0,24,51,21,37,3,14,16,21,67,36,15,14,9,1,8,28,14,67.84,66.24,67.03999999999999,65.63245823389022,99.94033412887829,0.28688524590163933,0.3341433778857837
401720595,2025-03-07,William & Mary Tribe,200.0,19,53,17,39,2,14,12,20,52,36,10,21,4,2,13,23,23,77,52,home,1,William & Mary Tribe,0,52,77,North Carolina A&T Aggies,200.0,22,51,12,31,10,20,23,28,77,26,19,10,9,7,7,19,19,69.8,66.32,68.06,76.40317367029091,113.13546870408462,0.37735849056603776,0.42071197411003236
401746261,2025-03-14,William & Mary Tribe,225.0,30,58,19,39,11,19,3,3,74,37,18,20,4,3,6,31,17,66,74,home,0,William & Mary Tribe,0,74,66,North Carolina A&T Aggies,225.0,27,73,22,51,5,22,7,9,66,32,15,8,13,1,12,20,11,73.32,72.96,73.13999999999999,101.17582718074927,90.23789991796556,0.6120689655172413,0.6237356709372893
401824468,2026-01-03,William & Mary Tribe,200.0,25,54,17,34,8,20,2,4,60,31,21,17,13,6,11,20,18,49,60,home,0,William & Mary Tribe,0,60,49,North Carolina A&T Aggies,200.0,18,60,13,39,5,21,8,14,49,36,9,17,9,1,21,15,10,61.76,62.16,61.959999999999994,96.83666881859266,79.08327953518399,0.5370370370370371,0.5380200860832138
401856449,2026-03-12,William & Mary Tribe,200.0,25,55,22,37,3,18,8,12,61,23,16,10,12,2,4,19,12,58,61,away,0,William & Mary Tribe,0,61,58,North Carolina A&T Aggies,200.0,20,56,14,34,6,22,12,15,58,36,10,17,5,2,12,24,13,66.28,67.6,66.94,91.12638183447864,86.64475649835674,0.4818181818181818,0.5059721300597213
401716259,2024-11-22,Winston-Salem Rams,200.0,14,48,13,40,1,8,13,16,42,27,7,28,16,1,6,21,14,68,42,home,1,Winston-Salem Rams,0,42,68,North Carolina A&T Aggies,200.0,28,68,22,46,6,22,6,16,68,46,17,26,19,6,23,23,13,77.04,78.04,77.54,54.165591952540616,87.69667268506576,0.3020833333333333,0.3815406976744186
401813791,2025-11-16,Winston-Salem Rams,200.0,16,66,14,42,2,24,9,14,43,26,9,25,24,2,13,13,30,74,43,home,1,Winston-Salem Rams,0,43,74,North Carolina A&T Aggies,200.0,23,41,20,29,3,12,25,37,74,41,11,32,11,3,10,31,19,84.16,79.28,81.72,52.618697993147336,90.55310817425355,0.25757575757575757,0.2979490022172949
